,date,natural_resources_mining_all_employees,natural_resources_mining_avg_monthly_pay,natural_resources_mining_aggr_value,construction_all_employees,construction_avg_monthly_pay,construction_aggr_value,manufacturing_all_employees,manufacturing_avg_monthly_pay,manufacturing_aggr_value,trade_transportation_utilities_all_employees,trade_transportation_utilities_avg_monthly_pay,trade_transportation_utilities_aggr_value,information_all_employees,information_avg_monthly_pay,information_aggr_value,financial_activities_all_employees,financial_activities_avg_monthly_pay,financial_activities_aggr_value,professional_business_services_all_employees,professional_business_services_avg_monthly_pay,professional_business_services_aggr_value,education_health_services_all_employees,education_health_services_avg_monthly_pay,education_health_services_aggr_value,leisure_hospitality_all_employees,leisure_hospitality_avg_monthly_pay,leisure_hospitality_aggr_value,other_services_all_employees,other_services_avg_monthly_pay,other_services_aggr_value,unclassified_all_employees,unclassified_avg_monthly_pay,unclassified_aggr_value,total_industries_aggr_value
28,2016-02,547,2028,1109316,5466,2916,15938856,1666,3656,6090896,19633,2500,49082500,2961,3816,11299176,6725,4160,27976000,16561,4016,66508976,19782,3348,66230136,17960,1088,19540480,5507,3084,16983588,19,2200,41800,280801724
27,2016-03,454,2028,920712,5523,2916,16105068,1685,3656,6160360,19635,2500,49087500,2881,3816,10993896,6691,4160,27834560,16609,4016,66701744,19767,3348,66179916,17773,1088,19337024,5532,3084,17060688,12,2200,26400,280407868
26,2016-04,195,3236,631020,5514,3128,17247792,1694,4032,6830208,19880,2424,48189120,2971,3996,11872116,6730,4164,28023720,16909,4008,67771272,19993,3620,72374660,18473,1144,21133112,5612,3196,17935952,24,2872,68928,292077900
25,2016-05,186,3236,601896,5553,3128,17369784,1706,4032,6878592,19765,2424,47910360,2817,3996,11256732,6739,4164,28061196,17185,4008,68877480,20079,3620,72685980,17452,1144,19965088,5618,3196,17955128,21,2872,60312,291622548
24,2016-06,184,3236,595424,5692,3128,17804576,1707,4032,6882624,19737,2424,47842488,2758,3996,11020968,6656,4164,27715584,17229,4008,69053832,19718,3620,71379160,16918,1144,19354192,5738,3196,18338648,11,2872,31592,290019088
23,2016-07,199,3004,597796,5792,3296,19090432,1697,4060,6889820,20085,2452,49248420,2802,4216,11813232,6685,4144,27702640,16801,4292,72109892,19878,3764,74820792,17256,1200,20707200,5812,3324,19319088,43,2680,115240,302414552
22,2016-08,197,3004,591788,5779,3296,19047584,1724,4060,6999440,20203,2452,49537756,2724,4216,11484384,6771,4144,28059024,17020,4292,73049840,20156,3764,75867184,17137,1200,20564400,5967,3324,19834308,47,2680,125960,305161668
21,2016-09,282,3004,847128,5762,3296,18991552,1695,4060,6881700,20321,2452,49827092,2712,4216,11433792,6818,4144,28253792,17041,4292,73139972,20063,3764,75517132,18542,1200,22250400,6286,3324,20894664,30,2680,80400,308117624
20,2016-10,396,2356,932976,5687,3400,19335800,1657,4108,6806956,20508,2532,51926256,2737,4384,11999008,6819,4340,29594460,16939,5332,90318748,20245,3904,79036480,19046,1176,22398096,6411,3304,21181944,41,4960,203360,333734084
19,2016-11,371,2356,874076,5619,3400,19104600,1691,4108,6946628,21298,2532,53926536,2725,4384,11946400,6784,4340,29442560,17004,5332,90665328,20287,3904,79200448,18995,1176,22338120,6530,3304,21575120,40,4960,198400,336218216
18,2016-12,505,2356,1189780,5624,3400,19121600,1684,4108,6917872,21561,2532,54592452,2730,4384,11968320,6732,4340,29216880,17068,5332,91006576,20439,3904,79793856,18300,1176,21520800,5566,3304,18390064,33,4960,163680,333881880
17,2017-01,543,2244,1218492,5596,3228,18063888,1677,4060,6808620,20401,2532,51655332,2774,4248,11783952,6787,4460,30270020,16489,4348,71694172,20759,3564,73985076,18169,1152,20930688,5357,3296,17656672,41,3368,138088,304205000
16,2017-02,514,2244,1153416,5548,3228,17908944,1697,4060,6889820,19997,2532,50632404,2943,4248,12501864,6910,4460,30818600,16701,4348,72615948,20938,3564,74623032,18699,1152,21541248,5413,3296,17841248,49,3368,165032,306691556
15,2017-03,449,2244,1007556,5573,3228,17989644,1683,4060,6832980,19555,2532,49513260,2889,4248,12272472,6922,4460,30872120,16612,4348,72228976,21048,3564,75015072,18247,1152,21020544,5411,3296,17834656,42,3368,141456,304728736
14,2017-04,206,3244,668264,5659,3200,18108800,1679,4228,7098812,19834,2504,49664336,3118,4196,13083128,6815,4156,28323140,16927,4244,71838188,21533,3688,79413704,18902,1220,23060440,5428,3260,17695280,52,3256,169312,309123404
13,2017-05,201,3244,652044,5671,3200,18147200,1700,4228,7187600,19674,2504,49263696,3084,4196,12940464,6858,4156,28501848,16942,4244,71901848,21818,3688,80464784,17961,1220,21912420,5405,3260,17620300,63,3256,205128,308797332
12,2017-06,207,3244,671508,5817,3200,18614400,1726,4228,7297528,19557,2504,48970728,3093,4196,12978228,6843,4156,28439508,16926,4244,71833944,21443,3688,79081784,17119,1220,20885180,5383,3260,17548580,49,3256,159544,306480932
11,2017-07,208,3052,634816,5866,3216,18865056,1707,3840,6554880,19721,2500,49302500,3150,4064,12801600,6956,4032,28046592,16693,4748,79258364,20877,3592,74990184,16904,1232,20825728,5396,3356,18108976,63,3348,210924,309599620
10,2017-08,218,3052,665336,5902,3216,18980832,1709,3840,6562560,19518,2500,48795000,3138,4064,12752832,6880,4032,27740160,16805,4748,79790140,21135,3592,75916920,16638,1232,20498016,5384,3356,18068704,56,3348,187488,309957988
9,2017-09,284,3052,866768,5754,3216,18504864,1760,3840,6758400,19665,2500,49162500,3147,4064,12789408,7258,4032,29264256,16603,4748,78831044,21063,3592,75658296,18034,1232,22217888,5320,3356,17853920,43,3348,143964,312051308
8,2017-10,338,2776,938288,5897,3536,20851792,1782,4020,7163640,19886,2572,51146792,3130,4400,13772000,7518,4520,33981360,17110,5760,98553600,21659,3856,83517104,19280,1240,23907200,5347,3576,19120872,58,3096,179568,353132216
7,2017-11,336,2776,932736,5865,3536,20738640,1811,4020,7280220,20607,2572,53001204,3159,4400,13899600,7435,4520,33606200,17419,5760,100333440,21675,3856,83578800,19270,1240,23894800,5394,3576,19288944,66,3096,204336,356758920
6,2017-12,380,2776,1054880,5893,3536,20837648,1802,4020,7244040,20794,2572,53482168,3133,4400,13785200,7249,4520,32765480,17466,5760,100604160,21838,3856,84207328,18419,1240,22839560,5417,3576,19371192,58,3096,179568,356371224
5,2018-01,388,2412,935856,5879,3364,19776956,1806,4040,7296240,20144,2596,52293824,2913,4584,13353192,7022,4664,32750608,17264,4472,77204608,22002,3568,78503136,18388,1188,21844944,5465,3504,19149360,50,2592,129600,323238324
4,2018-02,351,2412,846612,6033,3364,20295012,1780,4040,7191200,19927,2596,51730492,2861,4584,13114824,7061,4664,32932504,17655,4472,78953160,22309,3568,79598512,19102,1188,22693176,5508,3504,19300032,59,2592,152928,326808452
3,2018-03,324,2412,781488,6174,3364,20769336,1775,4040,7171000,19604,2596,50891984,2742,4584,12569328,6996,4664,32629344,17651,4472,78935272,22371,3568,79819728,18818,1188,22355784,5582,3504,19559328,57,2592,147744,325630336
2,2018-04,184,3464,637376,6239,3288,20513832,1796,4244,7622224,19807,2488,49279816,2731,4640,12671840,7097,3996,28359612,17907,4420,79148940,22711,3724,84575764,19230,1280,24614400,5725,3404,19487900,35,2976,104160,327015864
1,2018-05,167,3464,578488,6279,3288,20645352,1797,4244,7626468,19651,2488,48891688,2712,4640,12583680,7117,3996,28439532,18296,4420,80868320,22669,3724,84419356,18114,1280,23185920,5702,3404,19409608,37,2976,110112,326758524
0,2018-06,167,3464,578488,6427,3288,21131976,1789,4244,7592516,19627,2488,48831976,2723,4640,12634720,7190,3996,28731240,17991,4420,79520220,22671,3724,84426804,17279,1280,22117120,5932,3404,20192528,41,2976,122016,325879604
