,date,natural_resources_mining_all_employees,natural_resources_mining_avg_monthly_pay,natural_resources_mining_aggr_value,construction_all_employees,construction_avg_monthly_pay,construction_aggr_value,manufacturing_all_employees,manufacturing_avg_monthly_pay,manufacturing_aggr_value,trade_transportation_utilities_all_employees,trade_transportation_utilities_avg_monthly_pay,trade_transportation_utilities_aggr_value,information_all_employees,information_avg_monthly_pay,information_aggr_value,financial_activities_all_employees,financial_activities_avg_monthly_pay,financial_activities_aggr_value,professional_business_services_all_employees,professional_business_services_avg_monthly_pay,professional_business_services_aggr_value,education_health_services_all_employees,education_health_services_avg_monthly_pay,education_health_services_aggr_value,leisure_hospitality_all_employees,leisure_hospitality_avg_monthly_pay,leisure_hospitality_aggr_value,other_services_all_employees,other_services_avg_monthly_pay,other_services_aggr_value,unclassified_all_employees,unclassified_avg_monthly_pay,unclassified_aggr_value,total_industries_aggr_value
32,2004-04,5018,4268,21416824,3351,2768,9275568,4530,3040,13771200,11062,2144,23716928,472,2448,1155456,2871,3024,8681904,3480,2260,7864800,6013,2348,14118524,4260,944,4021440,1464,2308,3378912,10,1584,15840,107417396
31,2004-05,4900,4268,20913200,3273,2768,9059664,4624,3040,14056960,11111,2144,23821984,469,2448,1148112,2855,3024,8633520,3371,2260,7618460,5972,2348,14022256,4298,944,4057312,1525,2308,3519700,10,1584,15840,106867008
30,2004-06,4879,4268,20823572,3323,2768,9198064,4744,3040,14421760,11142,2144,23888448,460,2448,1126080,2865,3024,8663760,3410,2260,7706600,5973,2348,14024604,4393,944,4146992,1523,2308,3515084,10,1584,15840,107530804
29,2004-07,4923,4356,21444588,3304,2788,9211552,4689,3152,14779728,11058,2168,23973744,485,2436,1181460,2924,2924,8549776,3490,2236,7803640,5879,2444,14368276,4274,936,4000464,1472,2336,3438592,8,2464,19712,108771532
28,2004-08,4870,4356,21213720,3363,2788,9376044,4645,3152,14641040,11077,2168,24014936,484,2436,1179024,2904,2924,8491296,3531,2236,7895316,5901,2444,14422044,4292,936,4017312,1446,2336,3377856,8,2464,19712,108648300
27,2004-09,4712,4356,20525472,3282,2788,9150216,4510,3152,14215520,10956,2168,23752608,478,2436,1164408,2863,2924,8371412,3472,2236,7763392,5918,2444,14463592,4262,936,3989232,1474,2336,3443264,8,2464,19712,106858828
26,2004-10,4775,4584,21888600,3302,2832,9351264,4644,3444,15993936,11258,2264,25488112,494,2560,1264640,2854,3360,9589440,3488,2736,9543168,5789,2852,16510228,4324,980,4237520,1489,2608,3883312,18,1688,30384,117780604
25,2004-11,4715,4584,21613560,3321,2832,9405072,4662,3444,16055928,11459,2264,25943176,498,2560,1274880,2855,3360,9592800,3542,2736,9690912,5824,2852,16610048,4309,980,4222820,1487,2608,3878096,18,1688,30384,118317676
24,2004-12,4730,4584,21682320,3296,2832,9334272,4648,3444,16007712,11635,2264,26341640,501,2560,1282560,2869,3360,9639840,3589,2736,9819504,5839,2852,16652828,4296,980,4210080,1523,2608,3971984,17,1688,28696,118971436
23,2005-01,4794,4268,20460792,2678,2672,7155616,5281,3092,16328852,11262,2136,24055632,491,2580,1266780,2842,3220,9151240,3766,2228,8390648,5709,2376,13564584,4255,916,3897580,1394,2148,2994312,20,1644,32880,107298916
22,2005-02,4885,4268,20849180,2675,2672,7147600,5326,3092,16467992,11155,2136,23827080,487,2580,1256460,2851,3220,9180220,3595,2228,8009660,5705,2376,13555080,4574,916,4189784,1377,2148,2957796,21,1644,34524,107475376
21,2005-03,5060,4268,21596080,2758,2672,7369376,5402,3092,16702984,11254,2136,24038544,481,2580,1240980,2867,3220,9231740,3680,2228,8199040,5740,2376,13638240,4710,916,4314360,1409,2148,3026532,21,1644,34524,109392400
20,2005-04,5467,4204,22983268,2846,2696,7672816,5411,3172,17163692,11413,2244,25610772,483,2384,1151472,2845,3244,9229180,3860,2332,9001520,5894,2636,15536584,4561,956,4360316,1411,2228,3143708,37,2348,86876,115940204
19,2005-05,5470,4204,22995880,2824,2696,7613504,5539,3172,17569708,11386,2244,25550184,495,2384,1180080,2824,3244,9161056,3856,2332,8992192,5925,2636,15618300,4565,956,4364140,1436,2228,3199408,36,2348,84528,116328980
18,2005-06,5581,4204,23462524,2883,2696,7772568,5698,3172,18074056,11472,2244,25743168,495,2384,1180080,2857,3244,9268108,3951,2332,9213732,5955,2636,15697380,4599,956,4396644,1430,2228,3186040,39,2348,91572,118085872
17,2005-07,5576,4384,24445184,3262,2664,8689968,5638,3120,17590560,11557,2276,26303732,511,2520,1287720,2855,3188,9101740,3777,2432,9185664,5091,2660,13542060,4551,944,4296144,1367,2320,3171440,42,2432,102144,117716356
16,2005-08,5484,4384,24041856,3153,2664,8399592,5732,3120,17883840,11489,2276,26148964,505,2520,1272600,2895,3188,9229260,3768,2432,9163776,5142,2660,13677720,4659,944,4398096,1365,2320,3166800,43,2432,104576,117487080
15,2005-09,5562,4384,24383808,3090,2664,8231760,5593,3120,17450160,11405,2276,25957780,489,2520,1232280,2885,3188,9197380,3855,2432,9375360,5071,2660,13488860,4520,944,4266880,1383,2320,3208560,46,2432,111872,116904700
14,2005-10,5434,4680,25431120,3083,3224,9939592,5431,3560,19334360,11558,2540,29357320,475,3208,1523800,2905,3644,10585820,3967,3000,11901000,5024,3416,17161984,4825,1100,5307500,1393,2692,3749956,23,1780,40940,134333392
13,2005-11,5250,4680,24570000,3082,3224,9936368,5516,3560,19636960,11878,2540,30170120,506,3208,1623248,2926,3644,10662344,3910,3000,11730000,4961,3416,16946776,4808,1100,5288800,1414,2692,3806488,34,1780,60520,134431624
12,2005-12,5367,4680,25117560,3126,3224,10078224,5567,3560,19818520,12012,2540,30510480,501,3208,1607208,2945,3644,10731580,4084,3000,12252000,4934,3416,16854544,4917,1100,5408700,1493,2692,4019156,35,1780,62300,136460272
11,2006-01,5429,4944,26840976,3315,3672,12172680,5629,3500,19701500,11800,2504,29547200,470,3148,1479560,2889,3500,10111500,4386,2812,12333432,4939,2696,13315544,4746,1076,5106696,1455,2556,3718980,14,3388,47432,134375500
10,2006-02,5254,4944,25975776,3354,3672,12315888,5737,3500,20079500,11753,2504,29429512,468,3148,1473264,2914,3500,10199000,4431,2812,12459972,4959,2696,13369464,4868,1076,5237968,1487,2556,3800772,15,3388,50820,134391936
9,2006-03,5387,4944,26633328,3464,3672,12719808,5823,3500,20380500,11806,2504,29562224,465,3148,1463820,2953,3500,10335500,4460,2812,12541520,4931,2696,13293976,4936,1076,5311136,1486,2556,3798216,15,3388,50820,136090848
8,2006-04,5587,4976,27800912,3761,3144,11824584,5953,3396,20216388,11847,2552,30233544,466,2700,1258200,3052,3356,10242512,4632,2684,12432288,5006,2976,14897856,4780,1168,5583040,1590,3460,5501400,17,2632,44744,140035468
7,2006-05,5742,4976,28572192,3857,3144,12126408,6069,3396,20610324,11928,2552,30440256,474,2700,1279800,3258,3356,10933848,4732,2684,12700688,5056,2976,15046656,4853,1168,5668304,1639,3460,5670940,22,2632,57904,143107320
6,2006-06,5958,4976,29647008,3958,3144,12443952,6305,3396,21411780,11953,2552,30504056,490,2700,1323000,3212,3356,10779472,4851,2684,13020084,5080,2976,15118080,5019,1168,5862192,1585,3460,5484100,22,2632,57904,145651628
5,2006-07,5976,4864,29067264,3848,3408,13113984,6226,3544,22064944,11973,2544,30459312,495,2956,1463220,3175,3560,11303000,4961,2872,14247992,5195,2836,14733020,5287,1084,5731108,1522,2756,4194632,26,2224,57824,146436300
4,2006-08,6185,4864,30083840,3859,3408,13151472,6436,3544,22809184,11949,2544,30398256,480,2956,1418880,3221,3560,11466760,5022,2872,14423184,5217,2836,14795412,5229,1084,5668236,1556,2756,4288336,28,2224,62272,148565832
3,2006-09,6450,4864,31372800,3921,3408,13362768,6424,3544,22766656,11976,2544,30466944,473,2956,1398188,3205,3560,11409800,4996,2872,14348512,5191,2836,14721676,5141,1084,5572844,1756,2756,4839536,28,2224,62272,150321996
2,2006-10,6291,5304,33367464,3921,4512,17691552,6439,3828,24648492,11934,2764,32985576,465,2776,1290840,3352,3828,12831456,4947,3172,15691884,5256,3396,17849376,4954,1260,6242040,1803,2808,5062824,25,1884,47100,167708604
1,2006-11,6265,5304,33229560,3863,4512,17429856,6504,3828,24897312,12011,2764,33198404,464,2776,1288064,3415,3828,13072620,4973,3172,15774356,5253,3396,17839188,4970,1260,6262200,1898,2808,5329584,32,1884,60288,168381432
0,2006-12,6433,5304,34120632,3912,4512,17650944,6733,3828,25773924,12320,2764,34052480,466,2776,1293616,3421,3828,13095588,4907,3172,15565004,5292,3396,17971632,5029,1260,6336540,1952,2808,5481216,32,1884,60288,171401864
