,date,natural_resources_mining_all_employees,natural_resources_mining_avg_monthly_pay,natural_resources_mining_aggr_value,construction_all_employees,construction_avg_monthly_pay,construction_aggr_value,manufacturing_all_employees,manufacturing_avg_monthly_pay,manufacturing_aggr_value,trade_transportation_utilities_all_employees,trade_transportation_utilities_avg_monthly_pay,trade_transportation_utilities_aggr_value,information_all_employees,information_avg_monthly_pay,information_aggr_value,financial_activities_all_employees,financial_activities_avg_monthly_pay,financial_activities_aggr_value,professional_business_services_all_employees,professional_business_services_avg_monthly_pay,professional_business_services_aggr_value,education_health_services_all_employees,education_health_services_avg_monthly_pay,education_health_services_aggr_value,leisure_hospitality_all_employees,leisure_hospitality_avg_monthly_pay,leisure_hospitality_aggr_value,other_services_all_employees,other_services_avg_monthly_pay,other_services_aggr_value,unclassified_all_employees,unclassified_avg_monthly_pay,unclassified_aggr_value,total_industries_aggr_value
37,2003-11,1836,4412,8100432,1614,3292,5313288,2027,4120,8351240,3327,2892,9621684,64.0,2256.0,144384.0,745,3488,2598560,937,3652,3421924,616,1860,1145760,958,1536,1471488,280.0,2904.0,813120.0,0.0,0.0,0.0,40981880.0
36,2003-12,1782,4412,7862184,1645,3292,5415340,2030,4120,8363600,3284,2892,9497328,65.0,2256.0,146640.0,757,3488,2640416,950,3652,3469400,629,1860,1169940,943,1536,1448448,267.0,2904.0,775368.0,0.0,0.0,0.0,40788664.0
35,2004-01,1839,4876,8966964,1674,3080,5155920,1888,4652,8782976,3193,3028,9668404,63.0,2516.0,158508.0,743,2776,2062568,801,2996,2399796,664,1784,1184576,908,1536,1394688,257.0,2664.0,684648.0,0.0,252.0,0.0,40459048.0
34,2004-02,1849,4876,9015724,1646,3080,5069680,1926,4652,8959752,3135,3028,9492780,63.0,2516.0,158508.0,757,2776,2101432,767,2996,2297932,660,1784,1177440,948,1536,1456128,257.0,2664.0,684648.0,1.0,252.0,252.0,40414276.0
33,2004-03,2202,4876,10736952,1765,3080,5436200,1925,4652,8955100,3140,3028,9507920,64.0,2516.0,161024.0,761,2776,2112536,837,2996,2507652,664,1784,1184576,957,1536,1469952,276.0,2664.0,735264.0,3.0,252.0,756.0,42807932.0
32,2004-04,1999,4092,8179908,1823,2952,5381496,1991,4016,7995856,3174,2724,8645976,58.0,2520.0,146160.0,756,2880,2177280,831,3480,2891880,666,1912,1273392,941,1484,1396444,273.0,2484.0,678132.0,6.0,624.0,3744.0,38770268.0
31,2004-05,1799,4092,7361508,1739,2952,5133528,1974,4016,7927584,3208,2724,8738592,58.0,2520.0,146160.0,749,2880,2157120,864,3480,3006720,674,1912,1288688,966,1484,1433544,277.0,2484.0,688068.0,3.0,624.0,1872.0,37883384.0
30,2004-06,1770,4092,7242840,1737,2952,5127624,1970,4016,7911520,3245,2724,8839380,61.0,2520.0,153720.0,757,2880,2180160,830,3480,2888400,700,1912,1338400,923,1484,1369732,282.0,2484.0,700488.0,7.0,624.0,4368.0,37756632.0
29,2004-07,1884,4232,7973088,1709,3008,5140672,1935,4344,8405640,3239,2736,8861904,62.0,2808.0,174096.0,743,2896,2151728,859,3556,3054604,716,3128,2239648,880,1544,1358720,270.0,2652.0,716040.0,7.0,820.0,5740.0,40081880.0
28,2004-08,1717,4232,7266344,1725,3008,5188800,1921,4344,8344824,3257,2736,8911152,63.0,2808.0,176904.0,736,2896,2131456,871,3556,3097276,702,3128,2195856,948,1544,1463712,268.0,2652.0,710736.0,4.0,820.0,3280.0,39490340.0
27,2004-09,1656,4232,7008192,1740,3008,5233920,1897,4344,8240568,3262,2736,8924832,64.0,2808.0,179712.0,743,2896,2151728,883,3556,3139948,698,3128,2183344,890,1544,1374160,260.0,2652.0,689520.0,5.0,820.0,4100.0,39130024.0
26,2004-10,1678,4632,7772496,1816,3636,6602976,1910,4636,8854760,3221,3100,9985100,62.0,2888.0,179056.0,717,3924,2813508,925,4096,3788800,717,1884,1350828,934,1712,1599008,275.0,3268.0,898700.0,6.0,436.0,2616.0,43847848.0
25,2004-11,1655,4632,7665960,1855,3636,6744780,1908,4636,8845488,3212,3100,9957200,62.0,2888.0,179056.0,720,3924,2825280,898,4096,3678208,754,1884,1420536,957,1712,1638384,277.0,3268.0,905236.0,6.0,436.0,2616.0,43862744.0
24,2004-12,1635,4632,7573320,1832,3636,6661152,1947,4636,9026292,3228,3100,10006800,62.0,2888.0,179056.0,738,3924,2895912,880,4096,3604480,767,1884,1445028,973,1712,1665776,276.0,3268.0,901968.0,6.0,436.0,2616.0,43962400.0
23,2005-01,1704,5012,8540448,1596,3280,5234880,1930,5172,9981960,3136,2948,9244928,,,,727,3092,2247884,975,3292,3209700,733,1920,1407360,899,1532,1377268,294.0,2528.0,743232.0,,,,
22,2005-02,1784,5012,8941408,1582,3280,5188960,1961,5172,10142292,3190,2948,9404120,,,,711,3092,2198412,988,3292,3252496,747,1920,1434240,863,1532,1322116,296.0,2528.0,748288.0,,,,
21,2005-03,1815,5012,9096780,1570,3280,5149600,1963,5172,10152636,3205,2948,9448340,,,,719,3092,2223148,1001,3292,3295292,743,1920,1426560,863,1532,1322116,296.0,2528.0,748288.0,,,,
20,2005-04,1708,4436,7576688,1387,3348,4643676,2041,4324,8825284,3284,2916,9576144,,,,734,3120,2290080,1037,3712,3849344,805,1828,1471540,864,1536,1327104,333.0,2336.0,777888.0,,,,
19,2005-05,1740,4436,7718640,1391,3348,4657068,2003,4324,8660972,3343,2916,9748188,,,,738,3120,2302560,1045,3712,3879040,814,1828,1487992,907,1536,1393152,353.0,2336.0,824608.0,,,,
18,2005-06,1765,4436,7829540,1379,3348,4616892,2038,4324,8812312,3363,2916,9806508,,,,728,3120,2271360,1078,3712,4001536,814,1828,1487992,883,1536,1356288,350.0,2336.0,817600.0,,,,
17,2005-07,1763,4728,8335464,1315,3224,4239560,2030,4692,9524760,3291,3072,10109952,,,,805,2868,2308740,1070,3800,4066000,830,1876,1557080,874,1696,1482304,,,,8.0,416.0,3328.0,
16,2005-08,1787,4728,8448936,1358,3224,4378192,2014,4692,9449688,3291,3072,10109952,,,,799,2868,2291532,1087,3800,4130600,820,1876,1538320,908,1696,1539968,,,,7.0,416.0,2912.0,
15,2005-09,1545,4728,7304760,1465,3224,4723160,1553,4692,7286676,2613,3072,8027136,,,,673,2868,1930164,923,3800,3507400,606,1876,1136856,459,1696,778464,,,,0.0,416.0,0.0,
14,2005-10,1683,4500,7573500,1559,3988,6217292,1712,4976,8518912,2632,3928,10338496,,,,594,4196,2492424,1005,5148,5173740,562,2260,1270120,520,2308,1200160,,,,,,,
13,2005-11,1683,4500,7573500,1661,3988,6624068,1738,4976,8648288,2694,3928,10582032,,,,630,4196,2643480,1191,5148,6131268,495,2260,1118700,557,2308,1285556,,,,,,,
12,2005-12,1713,4500,7708500,1562,3988,6229256,1757,4976,8742832,2784,3928,10935552,,,,634,4196,2660264,1136,5148,5848128,511,2260,1154860,611,2308,1410188,,,,,,,
11,2006-01,1699,5812,9874588,1430,3964,5668520,1793,5356,9603308,2778,3832,10645296,36.0,2800.0,100800.0,572,3416,1953952,999,3692,3688308,506,2192,1109152,633,2248,1422984,178.0,3360.0,598080.0,7.0,1640.0,11480.0,44676468.0
10,2006-02,1759,5812,10223308,1441,3964,5712124,1827,5356,9785412,2807,3832,10756424,38.0,2800.0,106400.0,582,3416,1988112,1065,3692,3931980,535,2192,1172720,602,2248,1353296,186.0,3360.0,624960.0,8.0,1640.0,13120.0,45667856.0
9,2006-03,1808,5812,10508096,1459,3964,5783476,1834,5356,9822904,2860,3832,10959520,38.0,2800.0,106400.0,585,3416,1998360,1085,3692,4005820,563,2192,1234096,630,2248,1416240,196.0,3360.0,658560.0,8.0,1640.0,13120.0,46506592.0
8,2006-04,1733,5240,9080920,1494,3672,5485968,1943,4928,9575104,2792,3568,9961856,40.0,2852.0,114080.0,584,3472,2027648,1146,3928,4501488,590,2168,1279120,618,2060,1273080,219.0,3228.0,706932.0,11.0,2208.0,24288.0,44030484.0
7,2006-05,1750,5240,9170000,1515,3672,5563080,1953,4928,9624384,2864,3568,10218752,40.0,2852.0,114080.0,592,3472,2055424,1168,3928,4587904,609,2168,1320312,636,2060,1310160,211.0,3228.0,681108.0,11.0,2208.0,24288.0,44669492.0
6,2006-06,1808,5240,9473920,1481,3672,5438232,2001,4928,9860928,2906,3568,10368608,41.0,2852.0,116932.0,615,3472,2135280,1194,3928,4690032,637,2168,1381016,644,2060,1326640,217.0,3228.0,700476.0,3.0,2208.0,6624.0,45498688.0
5,2006-07,1944,4780,9292320,1532,3836,5876752,2080,4500,9360000,2968,3492,10364256,,,,624,3452,2154048,1220,3704,4518880,620,2172,1346640,665,2096,1393840,209.0,3888.0,812592.0,,,,
4,2006-08,2015,4780,9631700,1637,3836,6279532,2138,4500,9621000,3011,3492,10514412,,,,630,3452,2174760,1196,3704,4429984,630,2172,1368360,694,2096,1454624,215.0,3888.0,835920.0,,,,
3,2006-09,2131,4780,10186180,1546,3836,5930456,2120,4500,9540000,3116,3492,10881072,,,,623,3452,2150596,1270,3704,4704080,670,2172,1455240,670,2096,1404320,204.0,3888.0,793152.0,,,,
2,2006-10,2198,5072,11148256,1442,4276,6165992,2101,5124,10765524,3101,3988,12366788,,,,630,5032,3170160,1259,4300,5413700,670,2288,1532960,667,2076,1384692,237.0,3420.0,810540.0,,,,
1,2006-11,2118,5072,10742496,1378,4276,5892328,2120,5124,10862880,3092,3988,12330896,,,,630,5032,3170160,1237,4300,5319100,693,2288,1585584,677,2076,1405452,240.0,3420.0,820800.0,,,,
0,2006-12,1969,5072,9986768,1387,4276,5930812,2142,5124,10975608,3142,3988,12530296,,,,624,5032,3139968,1260,4300,5418000,726,2288,1661088,670,2076,1390920,221.0,3420.0,755820.0,,,,
