,date,natural_resources_mining_all_employees,natural_resources_mining_avg_monthly_pay,natural_resources_mining_aggr_value,construction_all_employees,construction_avg_monthly_pay,construction_aggr_value,manufacturing_all_employees,manufacturing_avg_monthly_pay,manufacturing_aggr_value,trade_transportation_utilities_all_employees,trade_transportation_utilities_avg_monthly_pay,trade_transportation_utilities_aggr_value,information_all_employees,information_avg_monthly_pay,information_aggr_value,financial_activities_all_employees,financial_activities_avg_monthly_pay,financial_activities_aggr_value,professional_business_services_all_employees,professional_business_services_avg_monthly_pay,professional_business_services_aggr_value,education_health_services_all_employees,education_health_services_avg_monthly_pay,education_health_services_aggr_value,leisure_hospitality_all_employees,leisure_hospitality_avg_monthly_pay,leisure_hospitality_aggr_value,other_services_all_employees,other_services_avg_monthly_pay,other_services_aggr_value,unclassified_all_employees,unclassified_avg_monthly_pay,unclassified_aggr_value,total_industries_aggr_value
28,2004-08,4108,6776,27835808,6210,2768,17189280,7689,3488,26819232,36178,2540,91892120,5808,2964,17214912,13355,3228,43109940,32659,2936,95886824,34840,2912,101454080,42885,1408,60382080,7409,1696,12565664,313,2004,627252,494977192
27,2004-09,4087,6776,27693512,5997,2768,16599696,7635,3488,26630880,35777,2540,90873580,4720,2964,13990080,13082,3228,42228696,32317,2936,94882712,35187,2912,102464544,42926,1408,60439808,7327,1696,12426592,306,2004,613224,488843324
26,2004-10,4144,7276,30151744,6187,3420,21159540,7600,3968,30156800,36874,2772,102214728,5580,2872,16025760,12912,3832,49478784,33133,4008,132797064,34971,3068,107291028,43034,1576,67821584,7795,2016,15714720,394,2620,1032280,573844032
25,2004-11,4173,7276,30362748,6059,3420,20721780,7634,3968,30291712,37181,2772,103065732,7012,2872,20138464,12886,3832,49379152,33644,4008,134845152,34732,3068,106557776,43364,1576,68341664,7759,2016,15642144,412,2620,1079440,580425764
24,2004-12,4184,7276,30442784,5889,3420,20140380,7710,3968,30593280,37909,2772,105083748,5195,2872,14920040,12834,3832,49179888,33794,4008,135446352,34620,3068,106214160,43508,1576,68568608,7778,2016,15680448,415,2620,1087300,577356988
23,2005-01,4200,9480,39816000,5393,2752,14841536,8121,3696,30015216,36436,2676,97502736,5929,2892,17146668,12113,4088,49517944,33102,3616,119696832,32047,2600,83322200,43691,1624,70954184,7042,1768,12450256,419,2720,1139680,536403252
22,2005-02,4186,9480,39683280,5366,2752,14767232,8171,3696,30200016,36395,2676,97393020,5666,2892,16386072,12148,4088,49661024,33154,3616,119884864,32332,2600,84063200,43441,1624,70548184,7053,1768,12469704,456,2720,1240320,536296916
21,2005-03,4197,9480,39787560,5621,2752,15468992,8228,3696,30410688,36672,2676,98134272,5545,2892,16036140,12105,4088,49485240,33318,3616,120477888,32474,2600,84432400,44459,1624,72201416,7102,1768,12556336,494,2720,1343680,540334612
20,2005-04,4187,7560,31653720,5756,2780,16001680,8313,3596,29893548,37314,2620,97762680,4544,3064,13922816,11878,3484,41382952,34950,3068,107226600,31925,2660,84920500,44376,1524,67629024,7095,1808,12827760,481,2304,1108224,504329504
19,2005-05,4223,7560,31925880,5910,2780,16429800,8539,3596,30706244,37054,2620,97081480,4601,3064,14097464,11864,3484,41334176,34323,3068,105302964,31735,2660,84415100,45038,1524,68637912,7127,1808,12885616,491,2304,1131264,503947900
18,2005-06,4307,7560,32560920,5922,2780,16463160,8705,3596,31303180,37189,2620,97435180,4783,3064,14655112,11975,3484,41720900,34583,3068,106100644,33197,2660,88304020,45111,1524,68749164,7125,1808,12882000,512,2304,1179648,511353928
17,2005-07,4231,7860,33255660,5690,2988,17001720,8752,3740,32732480,36516,2772,101222352,4986,3220,16054920,11836,3684,43603824,33281,3492,116217252,32765,3092,101309380,43224,1556,67256544,7276,1816,13213216,446,2532,1129272,542996620
16,2005-08,4224,7860,33200640,5717,2988,17082396,8810,3740,32949400,36354,2772,100773288,5420,3220,17452400,11779,3684,43393836,33097,3492,115574724,31755,3092,98186460,43457,1556,67619092,7218,1816,13107888,506,2532,1281192,540621316
15,2005-09,4131,7860,32469660,2683,2988,8016804,6934,3740,25933160,22721,2772,62982612,4310,3220,13878200,9593,3684,35340612,22270,3492,77766840,23879,3092,73833868,25903,1556,40305068,3977,1816,7222232,301,2532,762132,378511188
14,2005-10,4160,7716,32098560,4447,4304,19139888,6253,4236,26487708,19198,3660,70264680,3728,3768,14047104,8130,5240,42601200,21441,5084,109006044,18809,3580,67336220,18390,2100,38619000,3723,2652,9873396,287,3836,1100932,430574732
13,2005-11,4164,7716,32129424,5443,4304,23426672,5908,4236,25026288,19752,3660,72292320,3897,3768,14683896,7920,5240,41500800,23818,5084,121090712,16036,3580,57408880,18272,2100,38371200,3349,2652,8881548,288,3836,1104768,435916508
12,2005-12,4163,7716,32121708,6071,4304,26129584,6148,4236,26042928,21122,3660,77306520,4008,3768,15102144,7812,5240,40934880,25049,5084,127349116,16493,3580,59044940,18064,2100,37934400,3703,2652,9820356,290,3836,1112440,452899016
11,2006-01,3791,11760,44582160,6996,3940,27564240,6289,4332,27243948,19451,3636,70723836,3227,3048,9835896,7544,5140,38776160,24980,4732,118205360,17170,3360,57691200,17964,1872,33628608,3220,2304,7418880,234,5220,1221480,436891768
10,2006-02,3796,11760,44640960,7161,3940,28214340,6398,4332,27716136,20313,3636,73858068,3318,3048,10113264,7672,5140,39434080,25244,4732,119454608,16752,3360,56286720,20217,1872,37846224,3549,2304,8176896,239,5220,1247580,446988876
9,2006-03,3758,11760,44194080,7341,3940,28923540,6517,4332,28231644,21401,3636,77814036,4821,3048,14694408,7701,5140,39583140,25581,4732,121049292,17005,3360,57136800,21945,1872,41081040,3732,2304,8598528,268,5220,1398960,462705468
8,2006-04,3697,8388,31010436,7309,4020,29382180,6522,4172,27209784,21922,3492,76551624,3936,2908,11445888,7685,4348,33414380,25385,4000,101540000,17939,3356,60203284,21770,1856,40405120,3893,2228,8673604,304,3244,986176,420822476
7,2006-05,3681,8388,30876228,7458,4020,29981160,6604,4172,27551888,22321,3492,77944932,4075,2908,11850100,7776,4348,33810048,25312,4000,101248000,17969,3356,60303964,22433,1856,41635648,4052,2228,9027856,328,3244,1064032,425293856
6,2006-06,3785,8388,31748580,7634,4020,30688680,6749,4172,28156828,23055,3492,80508060,3402,2908,9893016,7932,4348,34488336,26230,4000,104920000,18353,3356,61592668,23684,1856,43957504,4103,2228,9141484,360,3244,1167840,436262996
5,2006-07,3779,8300,31365700,6295,4108,25859860,6903,4092,28247076,22314,3284,73279176,2691,3836,10322676,7984,4504,35959936,25704,3756,96544224,18630,3324,61926120,24104,1764,42519456,4141,2164,8961124,360,2856,1028160,416013508
4,2006-08,3799,8300,31531700,6216,4108,25535328,6917,4092,28304364,22803,3284,74885052,2761,3836,10591196,8042,4504,36221168,26265,3756,98651340,18616,3324,61879584,24586,1764,43369704,4243,2164,9181852,388,2856,1108128,421259416
3,2006-09,3816,8300,31672800,6131,4108,25186148,7009,4092,28680828,22637,3284,74339908,2774,3836,10641064,8004,4504,36050016,25917,3756,97344252,19324,3324,64232976,25135,1764,44338140,4351,2164,9415564,427,2856,1219512,423121208
2,2006-10,3745,9088,34034560,5993,4220,25290460,7126,4316,30755816,23473,3580,84033340,2748,3708,10189584,8072,5188,41877536,26095,4936,128804920,20196,3528,71251488,26929,1824,49118496,4931,2448,12071088,517,2760,1426920,488854208
1,2006-11,3718,9088,33789184,5883,4220,24826260,7223,4316,31174468,23715,3580,84899700,3155,3708,11698740,8112,5188,42085056,26229,4936,129466344,20404,3528,71985312,27555,1824,50260320,4867,2448,11914416,511,2760,1410360,493510160
0,2006-12,3709,9088,33707392,5759,4220,24302980,7345,4316,31701020,24547,3580,87878260,3001,3708,11127708,8101,5188,42027988,26336,4936,129994496,20473,3528,72228744,28816,1824,52560384,4943,2448,12100464,549,2760,1515240,499144676
