,date,natural_resources_mining_all_employees,natural_resources_mining_avg_monthly_pay,natural_resources_mining_aggr_value,construction_all_employees,construction_avg_monthly_pay,construction_aggr_value,manufacturing_all_employees,manufacturing_avg_monthly_pay,manufacturing_aggr_value,trade_transportation_utilities_all_employees,trade_transportation_utilities_avg_monthly_pay,trade_transportation_utilities_aggr_value,information_all_employees,information_avg_monthly_pay,information_aggr_value,financial_activities_all_employees,financial_activities_avg_monthly_pay,financial_activities_aggr_value,professional_business_services_all_employees,professional_business_services_avg_monthly_pay,professional_business_services_aggr_value,education_health_services_all_employees,education_health_services_avg_monthly_pay,education_health_services_aggr_value,leisure_hospitality_all_employees,leisure_hospitality_avg_monthly_pay,leisure_hospitality_aggr_value,other_services_all_employees,other_services_avg_monthly_pay,other_services_aggr_value,unclassified_all_employees,unclassified_avg_monthly_pay,unclassified_aggr_value,total_industries_aggr_value
29,2004-07,335,3016,1010360,4270,2276,9718520,1922,2680,5150960,16256,2140,34787840,1195,2560,3059200,3545,2756,9770020,5980,2796,16720080,9507,2360,22436520,8977,852,7648404,1804,1580,2850320,69,2668,184092,113336316
28,2004-08,345,3016,1040520,4257,2276,9688932,1919,2680,5142920,16241,2140,34755740,1172,2560,3000320,3527,2756,9720412,6033,2796,16868268,9523,2360,22474280,8984,852,7654368,1774,1580,2802920,70,2668,186760,113335440
27,2004-09,345,3016,1040520,4183,2276,9520508,1923,2680,5153640,16222,2140,34715080,1182,2560,3025920,3517,2756,9692852,6075,2796,16985700,9494,2360,22405840,8715,852,7425180,1712,1580,2704960,68,2668,181424,112851624
26,2004-10,332,3132,1039824,4147,2736,11346192,1904,2820,5369280,16327,2300,37552100,1215,2940,3572100,3405,2988,10174140,6180,3440,21259200,9494,2772,26317368,8763,864,7571232,1765,1932,3409980,83,3648,302784,127914200
25,2004-11,333,3132,1042956,4293,2736,11745648,1921,2820,5417220,16700,2300,38410000,1216,2940,3575040,3425,2988,10233900,6132,3440,21094080,9489,2772,26303508,8766,864,7573824,1738,1932,3357816,88,3648,321024,129075016
24,2004-12,335,3132,1049220,4279,2736,11707344,1932,2820,5448240,17047,2300,39208100,1217,2940,3577980,3419,2988,10215972,6204,3440,21341760,9582,2772,26561304,8961,864,7742304,1756,1932,3392592,93,3648,339264,130584080
23,2005-01,322,3180,1023960,4108,2472,10154976,2089,2560,5347840,15853,2248,35637544,1262,2520,3180240,3545,3004,10649180,6041,2588,15634108,9773,2240,21891520,8682,852,7397064,1711,1660,2840260,91,2696,245336,114002028
22,2005-02,322,3180,1023960,4044,2472,9996768,2096,2560,5365760,15628,2248,35131744,1315,2520,3313800,3542,3004,10640168,6073,2588,15716924,9768,2240,21880320,8763,852,7466076,1702,1660,2825320,97,2696,261512,113622352
21,2005-03,309,3180,982620,4184,2472,10342848,2091,2560,5352960,15799,2248,35516152,1332,2520,3356640,3553,3004,10673212,6157,2588,15934316,9857,2240,22079680,8912,852,7593024,1726,1660,2865160,118,2696,318128,115014740
20,2005-04,333,3728,1241424,4182,2536,10605552,2068,2528,5227904,15936,2336,37226496,1387,2204,3056948,3606,2924,10543944,6168,2716,16752288,10007,2384,23856688,9156,864,7910784,1772,1744,3090368,131,1584,207504,119719900
19,2005-05,341,3728,1271248,4298,2536,10899728,2102,2528,5313856,16078,2336,37558208,1405,2204,3096620,3603,2924,10535172,6217,2716,16885372,10068,2384,24002112,9333,864,8063712,1819,1744,3172336,180,1584,285120,121083484
18,2005-06,352,3728,1312256,4263,2536,10810968,2084,2528,5268352,16286,2336,38044096,1409,2204,3105436,3571,2924,10441604,6210,2716,16866360,10151,2384,24199984,9629,864,8319456,1816,1744,3167104,191,1584,302544,121838160
17,2005-07,346,4048,1400608,4246,2532,10750872,2113,2532,5350116,16330,2484,40563720,1483,2268,3363444,3670,3004,11024680,6194,3168,19622592,10004,2540,25410160,9504,856,8135424,1864,1688,3146432,163,2112,344256,129112304
16,2005-08,350,4048,1416800,4195,2532,10621740,2159,2532,5466588,16322,2484,40543848,1520,2268,3447360,3672,3004,11030688,6174,3168,19559232,10068,2540,25572720,9576,856,8197056,1837,1688,3100856,173,2112,365376,129322264
15,2005-09,340,4048,1376320,3648,2532,9236736,1783,2532,4514556,13956,2484,34666704,1438,2268,3261384,3240,3004,9732960,5173,3168,16388064,7971,2540,20246340,6072,856,5197632,1198,1688,2022224,133,2112,280896,106923816
14,2005-10,317,5740,1819580,3976,3408,13550208,1899,2880,5469120,14627,2720,39785440,768,4696,3606528,3459,3452,11940468,5774,3380,19516120,8666,2864,24819424,6740,1048,7063520,1496,2124,3177504,157,3116,489212,131237124
13,2005-11,333,5740,1911420,4100,3408,13972800,1979,2880,5699520,15803,2720,42984160,767,4696,3601832,3517,3452,12140684,6014,3380,20327320,8932,2864,25581248,7051,1048,7389448,1568,2124,3330432,173,3116,539068,137477932
12,2005-12,347,5740,1991780,4208,3408,14340864,2083,2880,5999040,16699,2720,45421280,773,4696,3630008,3562,3452,12296024,6109,3380,20648420,9150,2864,26205600,7503,1048,7863144,1570,2124,3334680,190,3116,592040,142322880
11,2006-01,379,5800,2198200,4143,2848,11799264,2036,2924,5953264,16644,2856,47535264,935,4996,4671260,3418,3536,12086048,6461,2872,18555992,8969,2624,23534656,7857,1028,8076996,1576,1956,3082656,104,3728,387712,137881312
10,2006-02,388,5800,2250400,4267,2848,12152416,2118,2924,6193032,16713,2856,47732328,943,4996,4711228,3395,3536,12004720,6600,2872,18955200,8996,2624,23605504,7966,1028,8189048,1624,1956,3176544,110,3728,410080,139380500
9,2006-03,394,5800,2285200,4518,2848,12867264,2132,2924,6233968,16943,2856,48389208,970,4996,4846120,3486,3536,12326496,6909,2872,19842648,9053,2624,23755072,8275,1028,8506700,1666,1956,3258696,129,3728,480912,142792284
8,2006-04,414,5508,2280312,4643,2996,13910428,2184,2852,6228768,17096,2552,43628992,1137,3944,4484328,3598,3408,12261984,6804,2920,19867680,9275,2776,25747400,8753,1008,8823024,1749,2068,3616932,105,3776,396480,141246328
7,2006-05,427,5508,2351916,4713,2996,14120148,2196,2852,6262992,17328,2552,44221056,1153,3944,4547432,3655,3408,12456240,6919,2920,20203480,9361,2776,25986136,9064,1008,9136512,1783,2068,3687244,105,3776,396480,143369636
6,2006-06,424,5508,2335392,4912,2996,14716352,2254,2852,6428408,17739,2552,45269928,1034,3944,4078096,3667,3408,12497136,7159,2920,20904280,9486,2776,26333136,9492,1008,9567936,1858,2068,3842344,117,3776,441792,146414800
5,2006-07,409,5720,2339480,4674,2888,13498512,2274,3000,6822000,17782,2520,44810640,924,3740,3455760,3735,3400,12699000,7023,3356,23569188,9443,2832,26742576,9548,1012,9662576,1875,2096,3930000,122,2988,364536,147894268
4,2006-08,397,5720,2270840,4734,2888,13671792,2311,3000,6933000,17781,2520,44808120,972,3740,3635280,3728,3400,12675200,7212,3356,24203472,9623,2832,27252336,9650,1012,9765800,1893,2096,3967728,137,2988,409356,149592924
3,2006-09,406,5720,2322320,4718,2888,13625584,2321,3000,6963000,17652,2520,44483040,976,3740,3650240,3758,3400,12777200,7356,3356,24686736,9629,2832,27269328,9226,1012,9336712,1908,2096,3999168,159,2988,475092,149588420
2,2006-10,423,7940,3358620,4792,3392,16254464,2348,3248,7626304,17939,2732,49009348,1103,3940,4345820,3758,3752,14100016,7439,3584,26661376,9782,3200,31302400,8981,1100,9879100,1957,2340,4579380,187,3304,617848,167734676
1,2006-11,425,7940,3374500,4754,3392,16125568,2434,3248,7905632,18409,2732,50293388,1107,3940,4361580,3775,3752,14163800,7410,3584,26557440,9777,3200,31286400,9085,1100,9993500,1925,2340,4504500,206,3304,680624,169246932
0,2006-12,423,7940,3358620,4816,3392,16335872,2452,3248,7964096,18771,2732,51282372,1310,3940,5161400,3856,3752,14467712,7673,3584,27500032,9938,3200,31801600,9139,1100,10052900,1918,2340,4488120,194,3304,640976,173053700
