,date,natural_resources_mining_all_employees,natural_resources_mining_avg_monthly_pay,natural_resources_mining_aggr_value,construction_all_employees,construction_avg_monthly_pay,construction_aggr_value,manufacturing_all_employees,manufacturing_avg_monthly_pay,manufacturing_aggr_value,trade_transportation_utilities_all_employees,trade_transportation_utilities_avg_monthly_pay,trade_transportation_utilities_aggr_value,information_all_employees,information_avg_monthly_pay,information_aggr_value,financial_activities_all_employees,financial_activities_avg_monthly_pay,financial_activities_aggr_value,professional_business_services_all_employees,professional_business_services_avg_monthly_pay,professional_business_services_aggr_value,education_health_services_all_employees,education_health_services_avg_monthly_pay,education_health_services_aggr_value,leisure_hospitality_all_employees,leisure_hospitality_avg_monthly_pay,leisure_hospitality_aggr_value,other_services_all_employees,other_services_avg_monthly_pay,other_services_aggr_value,total_industries_aggr_value
37,2003-11,,,,,,,15399,3444,53034156,6276,1648,10342848,1091,2152,2347832,1479,2412,3567348,3470,2416,8383520,2831,2904,8221224,3862,808,3120496,1053,1500,1579500,
36,2003-12,,,,,,,15638,3444,53857272,6194,1648,10207712,1103,2152,2373656,1511,2412,3644532,3484,2416,8417344,2831,2904,8221224,3810,808,3078480,1015,1500,1522500,
35,2004-01,23.0,2068.0,47564.0,1701.0,2152.0,3660552.0,15113,3412,51565556,6363,1880,11962440,1147,1920,2202240,1459,1984,2894656,3251,2372,7711372,2734,2388,6528792,3781,796,3009676,992,1456,1444352,91027200.0
34,2004-02,24.0,2068.0,49632.0,1771.0,2152.0,3811192.0,15098,3412,51514376,6290,1880,11825200,1139,1920,2186880,1459,1984,2894656,3259,2372,7730348,2731,2388,6521628,3809,796,3031964,1041,1456,1515696,91081572.0
33,2004-03,23.0,2068.0,47564.0,1850.0,2152.0,3981200.0,15217,3412,51920404,6378,1880,11990640,1134,1920,2177280,1461,1984,2898624,3215,2372,7625980,2741,2388,6545508,3793,796,3019228,1080,1456,1572480,91778908.0
32,2004-04,24.0,1872.0,44928.0,1694.0,2336.0,3957184.0,15768,3352,52854336,6360,1664,10583040,1106,2016,2229696,1449,2024,2932776,2977,2468,7347236,2853,2556,7292268,3876,836,3240336,1081,1420,1535020,92016820.0
31,2004-05,25.0,1872.0,46800.0,1707.0,2336.0,3987552.0,15862,3352,53169424,6446,1664,10726144,1079,2016,2175264,1457,2024,2948968,2956,2468,7295408,2885,2556,7374060,3867,836,3232812,1061,1420,1506620,92463052.0
30,2004-06,29.0,1872.0,54288.0,1571.0,2336.0,3669856.0,15896,3352,53283392,6421,1664,10684544,1053,2016,2122848,1482,2024,2999568,2944,2468,7265792,2796,2556,7146576,3923,836,3279628,1056,1420,1499520,92006012.0
29,2004-07,41.0,3156.0,129396.0,1561.0,2208.0,3446688.0,16072,3636,58437792,6574,1660,10912840,1063,1896,2015448,1511,1964,2967604,3001,2452,7358452,2819,2652,7475988,3922,860,3372920,1015,1452,1473780,97590908.0
28,2004-08,40.0,3156.0,126240.0,1493.0,2208.0,3296544.0,16162,3636,58765032,6540,1660,10856400,1058,1896,2005968,1496,1964,2938144,2988,2452,7326576,2977,2652,7895004,3861,860,3320460,1003,1452,1456356,97986724.0
27,2004-09,41.0,3156.0,129396.0,1555.0,2208.0,3433440.0,16026,3636,58270536,6540,1660,10856400,1084,1896,2055264,1492,1964,2930288,3075,2452,7539900,2978,2652,7897656,3814,860,3280040,1035,1452,1502820,97895740.0
26,2004-10,43.0,3464.0,148952.0,1681.0,2552.0,4289912.0,15905,3480,55349400,6669,1892,12617748,1132,2088,2363616,1481,2500,3702500,3120,2844,8873280,2946,3036,8944056,3880,896,3476480,1086,1532,1663752,101429696.0
25,2004-11,42.0,3464.0,145488.0,1722.0,2552.0,4394544.0,16014,3480,55728720,6751,1892,12772892,1204,2088,2513952,1486,2500,3715000,3067,2844,8722548,2964,3036,8998704,3885,896,3480960,1081,1532,1656092,102128900.0
24,2004-12,43.0,3464.0,148952.0,1625.0,2552.0,4147000.0,16404,3480,57085920,6902,1892,13058584,1162,2088,2426256,1500,2500,3750000,3166,2844,9004104,2988,3036,9071568,3887,896,3482752,1100,1532,1685200,103860336.0
23,2005-01,50.0,4116.0,205800.0,1625.0,2148.0,3490500.0,16228,4016,65171648,6490,1844,11967560,1250,2028,2535000,1496,2072,3099712,3395,2676,9085020,2907,2316,6732612,3869,812,3141628,1006,1488,1496928,106926408.0
22,2005-02,51.0,4116.0,209916.0,1690.0,2148.0,3630120.0,15919,4016,63930704,6413,1844,11825572,1295,2028,2626260,1490,2072,3087280,3741,2676,10010916,2919,2316,6760404,3997,812,3245564,1033,1488,1537104,106863840.0
21,2005-03,50.0,4116.0,205800.0,1707.0,2148.0,3666636.0,16036,4016,64400576,6603,1844,12175932,1270,2028,2575560,1505,2072,3118360,3804,2676,10179504,2923,2316,6769668,4084,812,3316208,1070,1488,1592160,108000404.0
20,2005-04,49.0,3184.0,156016.0,1743.0,2236.0,3897348.0,16102,3644,58675688,6613,1780,11771140,1226,1988,2437288,1481,2124,3145644,3731,2816,10506496,2967,2424,7192008,4039,872,3522008,1032,1492,1539744,102843380.0
19,2005-05,50.0,3184.0,159200.0,1877.0,2236.0,4196972.0,16125,3644,58759500,6740,1780,11997200,1215,1988,2415420,1477,2124,3137148,3700,2816,10419200,2939,2424,7124136,4183,872,3647576,1008,1492,1503936,103360288.0
18,2005-06,48.0,3184.0,152832.0,1772.0,2236.0,3962192.0,16219,3644,59102036,6718,1780,11958040,1225,1988,2435300,1474,2124,3130776,3878,2816,10920448,2872,2424,6961728,4294,872,3744368,969,1492,1445748,103813468.0
17,2005-07,45.0,3640.0,163800.0,1901.0,2156.0,4098556.0,16217,3824,62013808,6743,1816,12245288,1165,2040,2376600,1539,2148,3305772,3901,2456,9580856,2791,2604,7267764,4176,900,3758400,971,1476,1433196,106244040.0
16,2005-08,44.0,3640.0,160160.0,1884.0,2156.0,4061904.0,16259,3824,62174416,6802,1816,12352432,1172,2040,2390880,1540,2148,3307920,3989,2456,9796984,2920,2604,7603680,4175,900,3757500,977,1476,1442052,107047928.0
15,2005-09,44.0,3640.0,160160.0,1975.0,2156.0,4258100.0,12659,3824,48408016,5972,1816,10845152,1038,2040,2117520,1464,2148,3144672,4123,2456,10126088,2640,2604,6874560,3003,900,2702700,955,1476,1409580,90046548.0
14,2005-10,35.0,3984.0,139440.0,2675.0,3772.0,10090100.0,14753,3804,56120412,5873,2172,12756156,1049,2292,2404308,1428,2624,3747072,4739,2656,12586784,2608,2932,7646656,3165,1092,3456180,1006,2100,2112600,111059708.0
13,2005-11,35.0,3984.0,139440.0,2799.0,3772.0,10557828.0,15166,3804,57691464,6390,2172,13879080,1018,2292,2333256,1424,2624,3736576,4728,2656,12557568,2630,2932,7711160,3319,1092,3624348,1005,2100,2110500,114341220.0
12,2005-12,36.0,3984.0,143424.0,3038.0,3772.0,11459336.0,15618,3804,59410872,6576,2172,14283072,1037,2292,2376804,1452,2624,3810048,4651,2656,12353056,2704,2932,7928128,3461,1092,3779412,1029,2100,2160900,117705052.0
11,2006-01,43.0,4316.0,185588.0,3428.0,3068.0,10517104.0,15312,3892,59594304,6348,2180,13838640,994,2532,2516808,1409,2340,3297060,4261,3168,13498848,2676,2492,6668592,3658,1024,3745792,902,1960,1767920,115630656.0
10,2006-02,45.0,4316.0,194220.0,3216.0,3068.0,9866688.0,14851,3892,57800092,6476,2180,14117680,987,2532,2499084,1410,2340,3299400,4246,3168,13451328,2691,2492,6705972,3841,1024,3933184,929,1960,1820840,113688488.0
9,2006-03,46.0,4316.0,198536.0,3385.0,3068.0,10385180.0,14848,3892,57788416,6666,2180,14531880,954,2532,2415528,1431,2340,3348540,4325,3168,13701600,2723,2492,6785716,4064,1024,4161536,957,1960,1875720,115192652.0
8,2006-04,49.0,3560.0,174440.0,2914.0,3096.0,9021744.0,14661,3824,56063664,6531,1940,12670140,931,2280,2122680,1437,2256,3241872,4460,2772,12363120,2708,2692,7289936,4158,984,4091472,1027,2204,2263508,109302576.0
7,2006-05,52.0,3560.0,185120.0,3226.0,3096.0,9987696.0,14682,3824,56143968,6761,1940,13116340,925,2280,2109000,1444,2256,3257664,4497,2772,12465684,2745,2692,7389540,4256,984,4187904,1114,2204,2455256,111298172.0
6,2006-06,50.0,3560.0,178000.0,3193.0,3096.0,9885528.0,15031,3824,57478544,6697,1940,12992180,973,2280,2218440,1443,2256,3255408,4324,2772,11986128,2708,2692,7289936,4284,984,4215456,1127,2204,2483908,111983528.0
5,2006-07,51.0,3380.0,172380.0,2875.0,2668.0,7670500.0,14823,3832,56801736,6765,1916,12961740,970,2172,2106840,1472,2332,3432704,4379,2644,11578076,2708,2888,7820704,4233,988,4182204,1055,2120,2236600,108963484.0
4,2006-08,51.0,3380.0,172380.0,2922.0,2668.0,7795896.0,14682,3832,56261424,6717,1916,12869772,966,2172,2098152,1480,2332,3451360,4476,2644,11834544,2786,2888,8045968,4243,988,4192084,1044,2120,2213280,108934860.0
3,2006-09,48.0,3380.0,162240.0,2993.0,2668.0,7985324.0,13876,3832,53172832,6679,1916,12796964,930,2172,2019960,1472,2332,3432704,4455,2644,11779020,2817,2888,8135496,4238,988,4187144,999,2120,2117880,105789564.0
2,2006-10,41.0,4236.0,173676.0,2872.0,3024.0,8684928.0,14674,4152,60926448,6585,2052,13512420,909,2080,1890720,1477,2884,4259668,4234,3008,12735872,2869,3224,9249656,4120,1016,4185920,950,2040,1938000,117557308.0
1,2006-11,39.0,4236.0,165204.0,2725.0,3024.0,8240400.0,14924,4152,61964448,6703,2052,13754556,904,2080,1880320,1505,2884,4340420,4351,3008,13087808,2875,3224,9269000,4211,1016,4278376,931,2040,1899240,118879772.0
0,2006-12,40.0,4236.0,169440.0,2617.0,3024.0,7913808.0,15868,4152,65883936,6812,2052,13978224,898,2080,1867840,1501,2884,4328884,4432,3008,13331456,2885,3224,9301240,4199,1016,4266184,925,2040,1887000,122928012.0
